class;bugsUntil;bugsAfter;RFC;WMC;CBO;DIT;LCOM;NOC;NoPubAttr;NoPubMeth;numAttrInh;NoM;NoLoC;NoMInh;NoPrivAttr;NoPrivMeth;FanIn;FanOut
org::eclipse::jdt::internal::compiler::codegen::ExceptionLabel ;6;1; 28.0; 15.0;10;2;10;0; 3.0;5;3; 5.0; 58.0;10;0;0;4;7
org::eclipse::jdt::internal::eval::CodeSnippetFieldReference ;6;0; 132.0; 75.0;15;6;21;0; 2.0;7;423; 7.0; 336.0;107;0;0;1;14
org::eclipse::jdt::internal::compiler::lookup::ElementValuePair ;5;0; 12.0; 7.0;5;1;21;0; 3.0;5;0; 7.0; 28.0;8;0;0;4;1
org::eclipse::jdt::internal::core::JarPackageFragmentInfo ;1;0; 2.0; 1.0;1;4;1;0; 0.0;0;4; 2.0; 3.0;21;0;0;1;0
org::eclipse::jdt::internal::core::CancelableNameEnvironment ;6;1; 16.0; 8.0;2;2;10;0; 1.0;4;54; 5.0; 23.0;19;0;1;0;2
org::eclipse::jdt::internal::compiler::parser::RecoveredElement ;3;0; 43.0; 54.0;17;1;300;6; 3.0;23;0; 25.0; 172.0;8;0;0;14;3
org::eclipse::jdt::internal::core::UserLibraryClasspathContainer ;3;0; 17.0; 13.0;4;1;21;0; 0.0;5;3; 7.0; 35.0;12;1;2;2;3
org::eclipse::jdt::internal::compiler::problem::DefaultProblemFactory ;19;0; 56.0; 22.0;15;1;28;3; 1.0;7;0; 8.0; 126.0;11;5;1;7;8
org::eclipse::jdt::core::search::TypeReferenceMatch ;6;2; 7.0; 6.0;4;4;6;0; 0.0;4;3; 4.0; 16.0;38;1;0;2;2
org::eclipse::jdt::internal::compiler::ast::JavadocMessageSend ;28;0; 74.0; 53.0;12;5;15;1; 3.0;5;397; 6.0; 174.0;94;0;1;2;10
org::eclipse::jdt::internal::compiler::lookup::BaseTypeBinding ;2;0; 17.0; 55.0;10;3;91;0; 1.0;13;40; 14.0; 163.0;71;1;0;9;1
org::eclipse::jdt::core::dom::WildcardType ;4;0; 43.0; 21.0;7;3;105;0; 0.0;5;95; 15.0; 80.0;76;3;0;5;3
org::eclipse::jdt::internal::core::util::RuntimeInvisibleParameterAnnotationsAttribute ;0;0; 6.0; 5.0;3;3;3;0; 0.0;3;1; 3.0; 22.0;31;3;0;1;2
org::eclipse::jdt::internal::core::UserLibraryClasspathContainerInitializer ;3;0; 34.0; 19.0;8;2;28;0; 0.0;5;2; 8.0; 52.0;18;0;3;0;8
org::eclipse::jdt::core::dom::AST ;66;0; 347.0; 182.0;108;1;7381;0; 3.0;96;0; 122.0; 804.0;8;10;0;49;93
org::eclipse::jdt::internal::codeassist::UnresolvedReferenceNameFinder ;7;0; 66.0; 86.0;11;2;153;0; 0.0;4;0; 18.0; 321.0;11;12;14;1;10
org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationOfType ;3;0; 3.0; 2.0;2;4;1;0; 2.0;2;421; 2.0; 10.0;68;0;0;1;1
org::eclipse::jdt::internal::core::util::HashSetOfCharArrayArray ;1;0; 31.0; 33.0;6;1;36;0; 3.0;7;0; 9.0; 118.0;16;0;2;1;5
org::eclipse::jdt::internal::compiler::ast::LongLiteral ;5;0; 20.0; 47.0;6;6;21;1; 0.0;7;385; 7.0; 128.0;79;0;0;0;6
org::eclipse::jdt::internal::compiler::util::HashtableOfType ;1;0; 17.0; 26.0;4;1;21;0; 4.0;6;0; 7.0; 79.0;8;0;1;2;2
org::eclipse::jdt::internal::compiler::ast::ClassLiteralAccess ;9;0; 37.0; 18.0;10;4;15;1; 3.0;6;384; 6.0; 72.0;69;0;0;1;9
org::eclipse::jdt::core::dom::NumberLiteral ;7;0; 42.0; 20.0;5;3;78;0; 0.0;3;95; 13.0; 97.0;73;2;0;1;4
org::eclipse::jdt::internal::core::util::CharArrayBuffer ;1;0; 10.0; 10.0;11;1;6;0; 0.0;4;0; 4.0; 35.0;8;0;0;9;2
org::eclipse::jdt::internal::formatter::OptimizedReplaceEdit ;1;0; 2.0; 2.0;1;1;1;0; 3.0;2;0; 2.0; 8.0;8;0;0;1;0
org::eclipse::jdt::internal::core::JavaCorePreferenceModifyListener ;1;0; 15.0; 8.0;2;1;3;0; 2.0;1;0; 3.0; 29.0;0;0;0;0;2
org::eclipse::jdt::internal::core::search::matching::FieldPattern ;11;1; 30.0; 29.0;5;5;36;1; 0.0;7;67; 9.0; 63.0;47;0;0;2;3
org::eclipse::jdt::internal::core::builder::NameSet ;1;0; 10.0; 13.0;2;1;6;0; 3.0;3;0; 4.0; 41.0;8;0;1;1;1
org::eclipse::jdt::internal::core::ExternalJavaProject ;4;0; 14.0; 8.0;5;5;15;0; 0.0;5;70; 6.0; 29.0;264;0;0;1;4
org::eclipse::jdt::core::search::SearchEngine ;41;0; 37.0; 14.0;15;1;78;0; 0.0;13;0; 13.0; 54.0;8;1;0;7;8
org::eclipse::jdt::internal::compiler::ConfigurableOption ;4;0; 34.0; 18.0;4;1;55;0; 0.0;11;0; 11.0; 117.0;8;8;0;0;4
org::eclipse::jdt::internal::compiler::lookup::SyntheticFieldBinding ;1;0; 1.0; 1.0;1;4;0;0; 1.0;1;35; 1.0; 5.0;47;0;0;1;0
org::eclipse::jdt::internal::compiler::impl::BooleanConstant ;5;0; 7.0; 7.0;7;2;15;0; 0.0;5;152; 6.0; 19.0;41;3;1;7;0
org::eclipse::jdt::internal::core::util::HashtableOfArrayToObject ;1;0; 37.0; 41.0;12;1;55;0; 4.0;9;0; 11.0; 144.0;16;0;2;8;4
org::eclipse::jdt::internal::core::InitializerElementInfo ;0;0; 1.0; 0.0;1;4;0;0; 0.0;1;7; 1.0; 0.0;25;0;0;1;0
org::eclipse::jdt::core::dom::CastExpression ;8;0; 51.0; 27.0;4;3;91;0; 0.0;5;95; 14.0; 106.0;73;3;0;1;4
org::eclipse::jdt::internal::core::ModelUpdater ;7;0; 57.0; 33.0;10;1;28;0; 1.0;1;0; 8.0; 157.0;8;0;0;1;9
org::eclipse::jdt::internal::core::util::ConstantPoolEntry ;1;0; 45.0; 44.0;1;1;946;0; 0.0;44;0; 44.0; 169.0;28;20;0;1;0
org::eclipse::jdt::core::dom::AnnotationBinding ;11;2; 100.0; 63.0;24;2;120;0; 0.0;14;6; 16.0; 190.0;24;3;1;1;23
org::eclipse::jdt::internal::core::ResolvedBinaryMethod ;1;0; 8.0; 6.0;3;8;10;0; 0.0;4;73; 5.0; 23.0;267;1;0;3;1
org::eclipse::jdt::internal::core::search::matching::PossibleMatchSet ;1;0; 20.0; 9.0;8;1;6;0; 0.0;4;0; 4.0; 37.0;8;2;0;1;7
org::eclipse::jdt::internal::codeassist::impl::AssistSourceType ;3;0; 31.0; 16.0;10;8;66;0; 0.0;11;69; 12.0; 59.0;304;4;0;5;8
org::eclipse::jdt::internal::compiler::ast::JavadocArrayQualifiedTypeReference ;6;0; 12.0; 4.0;3;7;6;0; 2.0;2;387; 4.0; 13.0;101;0;0;1;2
org::eclipse::jdt::internal::compiler::ast::TypeParameter ;5;0; 27.0; 23.0;10;4;28;0; 2.0;7;396; 8.0; 60.0;57;0;1;4;6
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMarkerAnnotationName ;1;0; 9.0; 4.0;5;6;1;0; 0.0;2;388; 2.0; 15.0;81;0;0;1;4
org::eclipse::jdt::internal::compiler::parser::RecoveredImport ;0;0; 10.0; 8.0;3;2;21;0; 1.0;7;4; 7.0; 26.0;33;0;0;1;2
org::eclipse::jdt::internal::core::builder::BuildNotifier ;8;0; 81.0; 66.0;12;1;105;0; 4.0;13;0; 15.0; 189.0;8;0;0;6;6
org::eclipse::jdt::internal::formatter::comment::CommentFormatterUtil ;2;0; 21.0; 12.0;3;1;6;0; 0.0;3;0; 4.0; 55.0;8;0;1;2;1
org::eclipse::jdt::internal::compiler::flow::NullInfoRegistry ;4;0; 18.0; 75.0;7;3;28;0; 0.0;8;20; 8.0; 312.0;84;0;0;4;3
org::eclipse::jdt::internal::compiler::ast::Reference ;3;1; 18.0; 13.0;12;4;28;4; 0.0;8;384; 8.0; 42.0;69;0;0;10;2
org::eclipse::jdt::internal::core::CreateTypeMemberOperation ;8;1; 83.0; 27.0;20;3;45;4; 0.0;2;25; 10.0; 126.0;82;0;1;4;16
org::eclipse::jdt::internal::core::util::RuntimeVisibleAnnotationsAttribute ;0;0; 6.0; 5.0;5;3;3;0; 0.0;3;1; 3.0; 22.0;31;3;0;3;2
org::eclipse::jdt::internal::core::util::WeakHashSet ;1;0; 39.0; 37.0;3;1;45;0; 4.0;7;0; 10.0; 143.0;8;0;3;1;2
org::eclipse::jdt::core::JavaConventions ;24;1; 109.0; 69.0;19;1;91;0; 0.0;12;0; 14.0; 219.0;8;3;2;11;8
org::eclipse::jdt::internal::compiler::impl::StringConstant ;0;0; 6.0; 5.0;5;2;10;0; 0.0;4;152; 5.0; 27.0;41;1;1;5;0
org::eclipse::jdt::internal::compiler::lookup::Binding ;7;0; 10.0; 6.0;91;1;28;6; 0.0;8;0; 8.0; 18.0;8;0;0;91;0
org::eclipse::jdt::core::dom::DoStatement ;10;0; 53.0; 27.0;6;3;91;0; 0.0;5;95; 14.0; 106.0;73;3;0;1;5
org::eclipse::jdt::internal::compiler::util::GenericXMLWriter ;3;0; 44.0; 25.0;9;1;36;1; 0.0;5;0; 9.0; 99.0;38;3;4;4;5
org::eclipse::jdt::internal::core::Region ;2;0; 43.0; 22.0;8;1;28;1; 0.0;6;0; 8.0; 89.0;12;0;1;5;3
org::eclipse::jdt::internal::codeassist::impl::AssistCompilationUnit ;1;0; 14.0; 6.0;6;5;15;0; 0.0;6;71; 6.0; 21.0;279;2;0;1;5
org::eclipse::jdt::internal::core::BatchOperation ;1;0; 8.0; 7.0;1;2;6;0; 0.0;1;18; 4.0; 28.0;62;0;0;1;0
org::eclipse::jdt::internal::core::JarPackageFragmentRoot ;19;0; 86.0; 47.0;22;5;210;0; 0.0;13;62; 21.0; 185.0;202;1;1;4;19
org::eclipse::jdt::internal::codeassist::CompletionEngine ;205;7; 2390.0; 1680.0;75;2;8515;0; 50.0;9;295; 131.0; 7341.0;19;25;111;4;71
org::eclipse::jdt::internal::compiler::ast::TryStatement ;31;3; 256.0; 134.0;26;4;78;0; 17.0;12;381; 13.0; 784.0;46;11;1;3;23
org::eclipse::jdt::internal::compiler::lookup::ParameterizedGenericMethodBinding ;44;0; 81.0; 105.0;13;4;66;0; 5.0;9;38; 12.0; 412.0;80;2;3;2;13
org::eclipse::jdt::core::dom::Javadoc ;8;0; 49.0; 26.0;18;3;91;0; 0.0;4;95; 14.0; 108.0;75;5;0;12;6
org::eclipse::jdt::internal::core::ElementCache ;4;0; 12.0; 8.0;5;3;10;1; 1.0;1;10; 5.0; 36.0;59;0;0;1;4
org::eclipse::jdt::internal::compiler::lookup::ReferenceBinding ;50;1; 290.0; 308.0;102;3;2926;8; 8.0;69;41; 77.0; 840.0;72;3;1;96;12
org::eclipse::jdt::core::dom::InfixExpression ;11;0; 74.0; 42.0;5;3;190;0; 0.0;9;95; 20.0; 158.0;73;5;0;1;4
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocAllocationExpression ;4;0; 26.0; 18.0;2;6;28;0; 2.0;8;405; 8.0; 56.0;100;0;0;1;1
org::eclipse::jdt::internal::compiler::util::HashtableOfInt ;0;0; 11.0; 22.0;3;1;21;0; 4.0;6;0; 7.0; 71.0;8;0;1;2;1
org::eclipse::jdt::internal::compiler::env::ClassSignature ;0;0; 7.0; 3.0;5;1;3;0; 1.0;3;0; 3.0; 12.0;8;0;0;4;1
org::eclipse::jdt::internal::formatter::CodeFormatterVisitor ;132;2; 405.0; 316.0;18;2;780;0; 3.0;5;0; 40.0; 1248.0;11;5;35;1;17
org::eclipse::jdt::internal::core::util::ParameterAnnotation ;1;0; 7.0; 6.0;4;2;6;0; 0.0;3;0; 4.0; 25.0;21;4;0;2;2
org::eclipse::jdt::internal::compiler::ast::LabeledStatement ;8;0; 34.0; 20.0;11;3;21;0; 5.0;7;380; 7.0; 92.0;38;0;0;0;11
org::eclipse::jdt::core::dom::NormalAnnotation ;4;0; 41.0; 18.0;4;4;78;0; 0.0;2;96; 13.0; 67.0;88;2;0;1;3
org::eclipse::jdt::core::dom::BlockComment ;3;0; 19.0; 9.0;4;3;36;0; 0.0;1;95; 9.0; 31.0;75;1;0;2;2
org::eclipse::jdt::internal::core::util::SimpleWordSet ;1;0; 11.0; 14.0;2;1;6;0; 3.0;3;0; 4.0; 43.0;8;0;1;1;1
org::eclipse::jdt::internal::compiler::ast::AnnotationMethodDeclaration ;2;0; 54.0; 33.0;14;4;28;0; 2.0;8;410; 8.0; 128.0;66;0;0;1;13
org::eclipse::jdt::core::search::ReferenceMatch ;1;1; 5.0; 3.0;2;2;3;1; 0.0;2;2; 3.0; 10.0;33;0;0;1;1
org::eclipse::jdt::internal::codeassist::impl::AssistSourceField ;2;0; 17.0; 10.0;4;8;21;0; 0.0;6;69; 7.0; 41.0;234;4;0;2;3
org::eclipse::jdt::core::dom::DefaultASTVisitor ;7;0; 7.0; 5.0;0;2;10;2; 0.0;3;0; 5.0; 15.0;13;0;0;0;0
org::eclipse::jdt::internal::core::JavaElementDeltaBuilder ;8;0; 163.0; 112.0;16;1;210;0; 9.0;3;0; 21.0; 354.0;8;0;18;3;14
org::eclipse::jdt::internal::core::ClassFileWorkingCopy ;7;0; 41.0; 18.0;11;5;36;0; 1.0;7;71; 9.0; 68.0;279;0;0;1;11
org::eclipse::jdt::internal::compiler::ast::AllocationExpression ;20;1; 119.0; 100.0;19;4;120;3; 7.0;16;384; 16.0; 337.0;77;0;0;4;15
org::eclipse::jdt::internal::compiler::SourceElementNotifier ;2;0; 51.0; 78.0;11;1;78;1; 10.0;1;0; 13.0; 299.0;8;0;6;3;9
org::eclipse::jdt::core::dom::ASTVisitor ;5;0; 5.0; 5.0;2;1;10;6; 0.0;5;0; 5.0; 15.0;8;1;0;2;0
org::eclipse::jdt::internal::core::util::BindingKeyParser ;24;0; 241.0; 117.0;6;1;1378;4; 1.0;33;0; 53.0; 423.0;8;3;20;2;4
org::eclipse::jdt::core::dom::Modifier ;6;0; 43.0; 28.0;9;2;300;0; 0.0;16;95; 25.0; 96.0;70;2;0;7;2
org::eclipse::jdt::internal::core::dom::rewrite::RewriteEvent ;0;0; 5.0; 0.0;6;1;10;2; 0.0;5;0; 5.0; 0.0;8;0;0;6;0
org::eclipse::jdt::internal::core::util::MethodInfo ;3;0; 53.0; 40.0;13;2;136;0; 0.0;14;0; 17.0; 123.0;32;12;2;1;12
org::eclipse::jdt::internal::core::builder::AbstractImageBuilder ;41;2; 248.0; 171.0;39;1;351;2; 1.0;2;0; 27.0; 639.0;10;1;0;3;36
org::eclipse::jdt::internal::compiler::ast::NullLiteral ;7;0; 13.0; 9.0;1;6;28;0; 0.0;8;384; 8.0; 32.0;79;0;0;0;1
org::eclipse::jdt::internal::compiler::flow::InsideSubRoutineFlowContext ;6;0; 14.0; 8.0;5;2;15;0; 1.0;6;141; 6.0; 27.0;35;0;0;2;3
org::eclipse::jdt::internal::compiler::util::ObjectVector ;3;0; 21.0; 25.0;9;1;66;0; 4.0;12;0; 12.0; 78.0;8;0;0;7;2
org::eclipse::jdt::core::dom::AnonymousClassDeclaration ;7;0; 30.0; 14.0;6;2;66;0; 0.0;3;95; 12.0; 53.0;68;2;0;4;3
org::eclipse::jdt::internal::compiler::ast::QualifiedTypeReference ;16;0; 55.0; 37.0;20;5;28;4; 2.0;6;384; 8.0; 105.0;87;0;0;10;11
org::eclipse::jdt::internal::compiler::ast::OR_OR_Expression ;12;0; 87.0; 53.0;10;6;15;0; 2.0;6;415; 6.0; 226.0;117;0;0;1;9
org::eclipse::jdt::internal::core::util::SourceFileAttribute ;0;0; 8.0; 4.0;4;3;3;0; 0.0;3;1; 3.0; 15.0;31;2;0;1;3
org::eclipse::jdt::core::dom::Expression ;2;0; 13.0; 5.0;2;2;10;26; 0.0;4;95; 5.0; 15.0;68;0;0;0;2
org::eclipse::jdt::internal::compiler::util::Messages ;7;0; 29.0; 15.0;14;1;10;0; 36.0;3;0; 5.0; 80.0;8;3;2;6;8
org::eclipse::jdt::internal::core::CopyElementsOperation ;8;0; 78.0; 38.0;21;3;28;1; 0.0;1;34; 8.0; 124.0;78;1;2;0;21
org::eclipse::jdt::internal::compiler::ast::SynchronizedStatement ;17;0; 70.0; 25.0;13;4;28;0; 6.0;8;381; 8.0; 158.0;46;0;0;1;12
org::eclipse::jdt::internal::core::RenameElementsOperation ;3;0; 13.0; 10.0;3;5;6;0; 0.0;1;34; 4.0; 28.0;87;0;0;1;2
org::eclipse::jdt::internal::core::jdom::DOMImport ;4;0; 33.0; 16.0;7;3;66;0; 0.0;8;38; 12.0; 62.0;119;0;0;1;6
org::eclipse::jdt::internal::compiler::ast::SingleTypeReference ;4;0; 30.0; 19.0;22;5;28;6; 1.0;7;384; 8.0; 63.0;87;0;0;14;9
org::eclipse::jdt::internal::codeassist::InternalCompletionProposal ;5;1; 31.0; 34.0;8;1;136;1; 0.0;1;0; 17.0; 127.0;8;1;0;3;5
org::eclipse::jdt::internal::compiler::ast::UnaryExpression ;10;0; 73.0; 58.0;14;5;28;0; 2.0;8;412; 8.0; 253.0;94;0;0;1;13
org::eclipse::jdt::core::dom::ASTRecoveryPropagator ;7;0; 56.0; 69.0;5;3;36;0; 1.0;2;0; 9.0; 261.0;18;12;4;1;4
org::eclipse::jdt::core::Flags ;2;0; 48.0; 34.0;19;1;231;0; 0.0;21;0; 22.0; 95.0;8;0;1;18;1
org::eclipse::jdt::internal::core::CreatePackageDeclarationOperation ;8;0; 31.0; 14.0;13;3;21;0; 0.0;3;25; 7.0; 57.0;82;0;0;2;11
org::eclipse::jdt::internal::compiler::problem::AbortMethod ;3;0; 1.0; 1.0;5;4;0;0; 0.0;1;6; 1.0; 3.0;27;1;0;5;0
org::eclipse::jdt::internal::core::JavaElementDelta ;14;0; 169.0; 131.0;16;2;666;0; 9.0;24;28; 37.0; 485.0;30;0;1;11;5
org::eclipse::jdt::core::dom::WhileStatement ;9;0; 53.0; 27.0;7;3;91;0; 0.0;5;95; 14.0; 106.0;73;3;0;2;5
org::eclipse::jdt::core::dom::InstanceofExpression ;8;0; 51.0; 27.0;5;3;91;0; 0.0;5;95; 14.0; 106.0;73;3;0;1;4
org::eclipse::jdt::internal::compiler::impl::CharConstant ;1;0; 14.0; 12.0;4;2;66;0; 0.0;11;152; 12.0; 38.0;41;1;1;4;0
org::eclipse::jdt::internal::compiler::lookup::LocalTypeBinding ;11;0; 100.0; 49.0;20;6;105;0; 4.0;14;61; 15.0; 186.0;207;1;0;9;12
org::eclipse::jdt::internal::compiler::impl::CompilerOptions ;76;1; 287.0; 392.0;33;1;105;0; 42.0;14;0; 15.0; 974.0;8;1;0;27;6
org::eclipse::jdt::internal::core::eval::RequestorWrapper ;4;0; 18.0; 7.0;4;1;3;0; 1.0;3;0; 3.0; 36.0;10;0;0;1;3
org::eclipse::jdt::internal::compiler::parser::ScannerHelper ;2;0; 34.0; 52.0;37;1;91;0; 0.0;12;0; 14.0; 136.0;8;3;2;35;2
org::eclipse::jdt::internal::core::search::matching::MultiTypeDeclarationPattern ;10;1; 34.0; 46.0;6;4;15;0; 3.0;3;61; 6.0; 146.0;45;0;0;1;5
org::eclipse::jdt::internal::core::SelectionRequestor ;26;0; 346.0; 197.0;33;1;253;0; 0.0;15;0; 23.0; 781.0;15;0;1;3;31
org::eclipse::jdt::core::dom::FieldDeclaration ;13;0; 69.0; 37.0;11;3;153;0; 0.0;4;97; 18.0; 136.0;84;4;0;6;6
org::eclipse::jdt::internal::eval::GlobalVariable ;0;0; 11.0; 6.0;4;1;10;0; 7.0;5;0; 5.0; 26.0;8;0;0;3;1
org::eclipse::jdt::core::dom::MemberValuePairBinding ;6;0; 76.0; 56.0;15;2;171;1; 0.0;14;6; 19.0; 152.0;24;3;1;4;11
org::eclipse::jdt::internal::core::hierarchy::TypeHierarchy ;27;1; 493.0; 283.0;34;1;2278;1; 5.0;32;0; 68.0; 1119.0;33;0;19;9;28
org::eclipse::jdt::internal::compiler::lookup::ParameterizedTypeBinding ;69;2; 296.0; 256.0;35;4;1275;1; 8.0;46;49; 51.0; 866.0;151;2;0;19;20
org::eclipse::jdt::internal::codeassist::select::SelectionOnArgumentName ;1;0; 16.0; 6.0;5;6;6;0; 0.0;4;397; 4.0; 26.0;72;0;0;1;4
org::eclipse::jdt::internal::eval::CodeSnippetTypeDeclaration ;3;0; 23.0; 13.0;8;4;1;0; 0.0;2;421; 2.0; 56.0;68;0;0;1;7
org::eclipse::jdt::internal::eval::EvaluationResult ;2;0; 34.0; 29.0;8;1;78;0; 5.0;12;0; 13.0; 99.0;8;0;0;3;5
org::eclipse::jdt::internal::core::search::indexing::IndexingParser ;1;0; 4.0; 5.0;1;4;6;0; 3.0;1;413; 4.0; 31.0;67;0;0;1;0
org::eclipse::jdt::core::JDTCompilerAdapter ;30;0; 28.0; 3.0;7;1;1;0; 2.0;1;0; 2.0; 21.0;0;8;0;0;7
org::eclipse::jdt::internal::codeassist::CompletionRequestorWrapper ;0;1; 222.0; 56.0;4;2;10;0; 0.0;3;0; 5.0; 306.0;22;2;2;0;4
org::eclipse::jdt::internal::core::CreateElementInCUOperation ;9;0; 85.0; 36.0;19;2;190;3; 0.0;5;18; 20.0; 142.0;62;0;0;8;11
org::eclipse::jdt::internal::core::dom::rewrite::ListRewriteEvent ;2;0; 72.0; 35.0;7;2;91;0; 0.0;13;5; 14.0; 121.0;13;2;1;3;4
org::eclipse::jdt::core::dom::Assignment ;9;0; 62.0; 33.0;4;3;136;0; 0.0;7;95; 17.0; 132.0;73;4;0;1;3
org::eclipse::jdt::core::dom::NullLiteral ;5;0; 18.0; 9.0;2;3;36;0; 0.0;1;95; 9.0; 31.0;73;1;0;1;1
org::eclipse::jdt::internal::core::JavaElement ;36;1; 225.0; 132.0;102;2;1540;2; 0.0;35;16; 56.0; 505.0;18;4;1;76;29
org::eclipse::jdt::internal::formatter::comment::CommentLine ;1;0; 78.0; 33.0;10;1;171;2; 0.0;1;2; 19.0; 149.0;8;3;0;6;5
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMessageSend ;2;0; 24.0; 14.0;5;5;3;0; 0.0;3;397; 3.0; 41.0;94;0;0;1;4
org::eclipse::jdt::core::dom::ArrayInitializer ;5;0; 27.0; 13.0;4;3;55;0; 0.0;2;95; 11.0; 45.0;73;2;0;2;2
org::eclipse::jdt::internal::codeassist::impl::AssistTypeParameter ;1;0; 3.0; 2.0;3;5;1;0; 0.0;2;54; 2.0; 7.0;138;1;0;3;0
org::eclipse::jdt::internal::formatter::align::AlignmentException ;0;0; 8.0; 4.0;1;1;1;0; 3.0;2;0; 2.0; 21.0;23;1;0;0;1
org::eclipse::jdt::core::CompletionFlags ;1;0; 2.0; 2.0;0;1;1;0; 0.0;1;0; 2.0; 6.0;8;0;1;0;0
org::eclipse::jdt::core::compiler::CategorizedProblem ;4;0; 4.0; 2.0;1;1;6;1; 0.0;4;547; 4.0; 6.0;20;0;0;1;0
org::eclipse::jdt::internal::compiler::ast::AbstractMethodDeclaration ;35;0; 111.0; 95.0;48;2;378;3; 17.0;26;391; 28.0; 314.0;31;0;1;36;18
org::eclipse::jdt::internal::core::util::Messages ;17;1; 3.0; 2.0;7;1;1;0; 312.0;1;0; 2.0; 6.0;0;1;1;6;1
org::eclipse::jdt::internal::core::CreateFieldOperation ;10;0; 45.0; 22.0;14;4;36;0; 0.0;2;28; 9.0; 77.0;91;0;2;2;12
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocQualifiedTypeReference ;3;0; 26.0; 18.0;2;7;28;0; 2.0;8;397; 8.0; 56.0;102;0;0;1;1
org::eclipse::jdt::internal::codeassist::complete::CompletionOnLocalName ;2;0; 17.0; 6.0;4;5;6;0; 1.0;4;397; 4.0; 25.0;64;1;0;1;3
org::eclipse::jdt::core::dom::rewrite::ImportRewrite ;7;0; 181.0; 107.0;14;1;465;0; 0.0;20;0; 31.0; 356.0;8;15;10;1;13
org::eclipse::jdt::core::formatter::CodeFormatterApplication ;6;0; 88.0; 39.0;12;1;21;0; 0.0;2;0; 7.0; 200.0;8;9;5;0;12
org::eclipse::jdt::internal::core::BecomeWorkingCopyOperation ;6;0; 25.0; 6.0;7;2;6;0; 1.0;2;18; 4.0; 38.0;62;0;0;2;6
org::eclipse::jdt::internal::compiler::lookup::UnresolvedAnnotationBinding ;1;1; 11.0; 10.0;4;2;3;0; 0.0;2;2; 3.0; 37.0;15;2;0;1;3
org::eclipse::jdt::core::compiler::batch::BatchCompiler ;1;0; 3.0; 2.0;0;1;1;0; 0.0;1;0; 2.0; 6.0;8;0;1;0;0
org::eclipse::jdt::internal::core::util::SimpleDocument ;0;0; 45.0; 41.0;2;1;820;0; 0.0;41;0; 41.0; 145.0;8;1;0;1;1
org::eclipse::jdt::internal::core::search::matching::ConstructorPattern ;15;1; 46.0; 58.0;8;4;55;0; 10.0;6;61; 11.0; 154.0;45;0;0;3;6
org::eclipse::jdt::core::dom::RecoveredTypeBinding ;10;0; 178.0; 124.0;26;2;1770;0; 0.0;55;6; 60.0; 402.0;67;7;4;1;25
org::eclipse::jdt::internal::compiler::ast::CastExpression ;50;1; 139.0; 138.0;25;4;210;0; 3.0;19;384; 21.0; 431.0;69;0;2;11;14
org::eclipse::jdt::internal::core::ClassFileInfo ;6;1; 77.0; 29.0;18;3;28;0; 0.0;0;15; 8.0; 149.0;17;0;4;2;18
org::eclipse::jdt::internal::core::DeltaProcessor ;101;2; 794.0; 468.0;44;1;1326;0; 10.0;11;0; 52.0; 2116.0;8;15;41;6;44
org::eclipse::jdt::core::dom::TypeDeclaration ;18;0; 151.0; 82.0;10;4;561;0; 0.0;13;99; 34.0; 303.0;100;8;0;3;8
org::eclipse::jdt::internal::compiler::codegen::ConstantPool ;16;1; 108.0; 63.0;16;1;120;0; 6.0;11;201; 16.0; 329.0;8;0;3;4;13
org::eclipse::jdt::core::dom::VariableDeclarationExpression ;11;0; 73.0; 40.0;10;3;171;0; 0.0;7;95; 19.0; 156.0;73;6;0;5;6
org::eclipse::jdt::internal::compiler::classfmt::ElementValuePairInfo ;0;0; 12.0; 7.0;2;1;6;0; 0.0;3;0; 4.0; 28.0;10;2;0;1;1
org::eclipse::jdt::internal::compiler::util::FloatUtil ;1;0; 15.0; 45.0;4;1;3;0; 0.0;2;0; 3.0; 311.0;8;14;1;2;2
org::eclipse::jdt::internal::compiler::lookup::NestedTypeBinding ;5;1; 22.0; 37.0;17;5;45;2; 5.0;10;56; 10.0; 115.0;197;0;0;10;7
org::eclipse::jdt::internal::core::ResolvedSourceField ;2;0; 9.0; 6.0;3;7;10;1; 0.0;4;69; 5.0; 23.0;229;1;0;3;1
org::eclipse::jdt::internal::compiler::SourceElementRequestorAdapter ;15;0; 22.0; 22.0;0;1;231;0; 0.0;22;0; 22.0; 66.0;30;0;0;0;0
org::eclipse::jdt::internal::codeassist::InternalExtendedCompletionContext ;4;2; 138.0; 155.0;31;1;91;0; 1.0;3;0; 14.0; 648.0;8;17;11;2;29
org::eclipse::jdt::internal::compiler::ast::AbstractVariableDeclaration ;1;0; 25.0; 16.0;4;3;55;3; 10.0;11;380; 11.0; 57.0;46;0;0;2;2
org::eclipse::jdt::core::dom::AnnotationTypeMemberDeclaration ;8;0; 88.0; 43.0;9;3;210;0; 0.0;8;97; 21.0; 170.0;84;4;0;2;8
org::eclipse::jdt::internal::compiler::parser::TypeConverter ;2;0; 53.0; 55.0;14;1;28;2; 1.0;0;0; 8.0; 246.0;8;1;4;2;12
